epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,3706.22,1.11195,0.94193,1.28363,0.80493,0.73007,0.80746,0.51957,1.36318,0.99658,1.43934,0.000544625,0.000544625,0.000544625
59,3769.08,1.09614,0.94291,1.27998,0.79836,0.73677,0.80271,0.51636,1.35131,1.02405,1.42059,0.00053225,0.00053225,0.00053225
60,3832.61,1.08768,0.92294,1.27489,0.83092,0.72173,0.81741,0.53329,1.31999,0.96172,1.39779,0.000519875,0.000519875,0.000519875
61,3896.67,1.08085,0.89375,1.26017,0.82352,0.74023,0.81879,0.54053,1.31721,0.9478,1.39043,0.0005075,0.0005075,0.0005075
62,3962.35,1.06585,0.90056,1.2584,0.83657,0.71391,0.80974,0.53462,1.32752,0.98157,1.39798,0.000495125,0.000495125,0.000495125
63,4025.43,1.0723,0.90255,1.26004,0.83322,0.74517,0.82538,0.53437,1.31231,0.95304,1.39734,0.00048275,0.00048275,0.00048275
64,4088.81,1.06798,0.88298,1.25314,0.85328,0.728,0.82141,0.54528,1.31042,0.93841,1.39118,0.000470375,0.000470375,0.000470375
65,4153.26,1.0629,0.87328,1.25552,0.8439,0.72428,0.82585,0.55007,1.29604,0.93729,1.37902,0.000458,0.000458,0.000458
66,4218.05,1.04691,0.85583,1.24525,0.83585,0.74478,0.819,0.54625,1.28798,0.92608,1.37435,0.000445625,0.000445625,0.000445625
67,4280.7,1.04617,0.86074,1.24571,0.83927,0.73864,0.82031,0.54871,1.27619,0.93542,1.36384,0.00043325,0.00043325,0.00043325
68,4344.11,1.03835,0.85189,1.23216,0.82486,0.74493,0.82495,0.55508,1.28236,0.92252,1.36384,0.000420875,0.000420875,0.000420875
69,4408.35,1.01621,0.82275,1.22059,0.83978,0.74304,0.82566,0.55599,1.26337,0.90178,1.35455,0.0004085,0.0004085,0.0004085
70,4473,1.02463,0.8213,1.2276,0.8529,0.7423,0.82796,0.55488,1.26482,0.9174,1.34351,0.000396125,0.000396125,0.000396125
71,4535.61,1.01586,0.81043,1.21748,0.83823,0.75038,0.82997,0.55811,1.26259,0.90914,1.36008,0.00038375,0.00038375,0.00038375
72,4600.72,0.99523,0.80516,1.20657,0.84618,0.76172,0.82538,0.55765,1.25244,0.89959,1.355,0.000371375,0.000371375,0.000371375
73,4663.89,1.00937,0.80633,1.21785,0.84704,0.75842,0.83198,0.55603,1.26272,0.88837,1.35488,0.000359,0.000359,0.000359
74,4727,0.98949,0.79315,1.20719,0.85612,0.77073,0.84234,0.57139,1.23782,0.8719,1.34023,0.000346625,0.000346625,0.000346625
75,4792.04,0.9769,0.78116,1.19849,0.8623,0.75965,0.84321,0.56867,1.25324,0.85499,1.35128,0.00033425,0.00033425,0.00033425
76,4855.26,0.97695,0.78069,1.19155,0.85728,0.77058,0.84084,0.57318,1.23645,0.86417,1.33535,0.000321875,0.000321875,0.000321875
77,4920.41,0.96372,0.75861,1.18909,0.84334,0.77165,0.84224,0.58008,1.22482,0.86599,1.32441,0.0003095,0.0003095,0.0003095
78,4984.27,0.96328,0.77467,1.18492,0.84257,0.78074,0.84506,0.5783,1.21303,0.85346,1.31686,0.000297125,0.000297125,0.000297125
79,5047.99,0.9633,0.77205,1.18697,0.86138,0.7608,0.8465,0.58521,1.21033,0.83916,1.32037,0.00028475,0.00028475,0.00028475
80,5111.59,0.94659,0.76082,1.18527,0.85926,0.75932,0.8407,0.57953,1.21632,0.85216,1.32287,0.000272375,0.000272375,0.000272375
81,5174.61,0.92131,0.73112,1.16977,0.86362,0.76739,0.84977,0.58365,1.20549,0.82497,1.31728,0.00026,0.00026,0.00026
82,5237.78,0.93632,0.72731,1.17085,0.88223,0.7646,0.85082,0.5841,1.20411,0.83755,1.30982,0.000247625,0.000247625,0.000247625
83,5302.32,0.93138,0.72985,1.16706,0.85247,0.77658,0.8509,0.59304,1.1822,0.83976,1.29577,0.00023525,0.00023525,0.00023525
84,5366.48,0.92223,0.71473,1.16209,0.8818,0.77695,0.85655,0.59891,1.18706,0.8164,1.30556,0.000222875,0.000222875,0.000222875
85,5431.06,0.91971,0.72086,1.16266,0.88312,0.78572,0.85801,0.60139,1.17872,0.81385,1.30093,0.0002105,0.0002105,0.0002105
86,5494.85,0.90689,0.70184,1.15584,0.86919,0.78516,0.85227,0.59844,1.17855,0.82181,1.29341,0.000198125,0.000198125,0.000198125
87,5558.73,0.9031,0.70953,1.15759,0.87291,0.79962,0.85956,0.60567,1.16731,0.80896,1.28271,0.00018575,0.00018575,0.00018575
88,5622.25,0.89494,0.69713,1.14998,0.87077,0.7927,0.8602,0.60527,1.1715,0.8068,1.2945,0.000173375,0.000173375,0.000173375
89,5686.49,0.89821,0.69798,1.15222,0.87322,0.78448,0.86366,0.60708,1.16087,0.79649,1.29114,0.000161,0.000161,0.000161
90,5750.49,0.89473,0.68594,1.1453,0.8893,0.79597,0.87106,0.61529,1.14479,0.78175,1.28122,0.000148625,0.000148625,0.000148625
91,5816.01,0.87427,0.59683,1.14303,0.86475,0.78792,0.86158,0.60657,1.15735,0.79892,1.29074,0.00013625,0.00013625,0.00013625
92,5877.8,0.83675,0.54504,1.11551,0.88692,0.79032,0.86565,0.61048,1.15488,0.78739,1.28468,0.000123875,0.000123875,0.000123875
93,5939.13,0.82199,0.53857,1.10531,0.88187,0.78469,0.86693,0.61425,1.13603,0.76877,1.27056,0.0001115,0.0001115,0.0001115
94,6001.28,0.82115,0.53315,1.11136,0.8763,0.79921,0.86987,0.62171,1.12809,0.76895,1.26551,9.9125e-05,9.9125e-05,9.9125e-05
95,6063.58,0.80364,0.5169,1.09727,0.8825,0.80166,0.87286,0.62484,1.12202,0.7669,1.2637,8.675e-05,8.675e-05,8.675e-05
96,6126.27,0.80204,0.52277,1.09677,0.87323,0.81147,0.87322,0.62578,1.11759,0.76209,1.25935,7.4375e-05,7.4375e-05,7.4375e-05
97,6189.28,0.7785,0.50504,1.08892,0.88635,0.80455,0.87437,0.62844,1.11035,0.75764,1.25514,6.2e-05,6.2e-05,6.2e-05
98,6251.94,0.7766,0.49355,1.08193,0.89831,0.7962,0.8751,0.63004,1.09897,0.75663,1.24574,4.9625e-05,4.9625e-05,4.9625e-05
99,6315.65,0.76361,0.48874,1.07143,0.89093,0.80213,0.87683,0.63255,1.10043,0.74231,1.24967,3.725e-05,3.725e-05,3.725e-05
100,6378.49,0.76193,0.5,1.07138,0.90292,0.79784,0.87849,0.63632,1.09568,0.74496,1.24562,2.4875e-05,2.4875e-05,2.4875e-05
