epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,2305.3,1.24903,1.17545,1.40023,0.77505,0.66784,0.76942,0.47811,1.4083,1.09066,1.46974,0.000755,0.000755,0.000755
42,2362.45,1.25243,1.15492,1.38804,0.74201,0.64133,0.72403,0.42694,1.46154,1.2189,1.50388,0.000742625,0.000742625,0.000742625
43,2418.15,1.24828,1.16174,1.39042,0.79894,0.67186,0.77282,0.48232,1.38486,1.1032,1.46183,0.00073025,0.00073025,0.00073025
44,2475.44,1.25442,1.17488,1.40342,0.78562,0.65956,0.76363,0.47157,1.40964,1.11595,1.47763,0.000717875,0.000717875,0.000717875
45,2531.31,1.21346,1.13261,1.37159,0.79776,0.68352,0.77477,0.48886,1.37387,1.08362,1.4515,0.0007055,0.0007055,0.0007055
46,2588.56,1.21666,1.1224,1.36753,0.74685,0.68141,0.75332,0.46498,1.39392,1.14317,1.45205,0.000693125,0.000693125,0.000693125
47,2644.31,1.20088,1.10935,1.35618,0.79903,0.69781,0.78296,0.49248,1.36622,1.06178,1.44934,0.00068075,0.00068075,0.00068075
48,2701.29,1.21025,1.0824,1.36505,0.78669,0.70102,0.77905,0.48755,1.38599,1.06721,1.45615,0.000668375,0.000668375,0.000668375
49,2756.67,1.19486,1.08518,1.35449,0.77809,0.69345,0.77778,0.49607,1.35345,1.05148,1.43673,0.000656,0.000656,0.000656
50,2813.72,1.18228,1.07257,1.33476,0.78372,0.71372,0.78855,0.50152,1.33925,1.04177,1.40662,0.000643625,0.000643625,0.000643625
51,2870.53,1.18354,1.0725,1.34526,0.80444,0.70052,0.79302,0.50388,1.34424,1.0521,1.42478,0.00063125,0.00063125,0.00063125
52,2927.51,1.17009,1.0606,1.33521,0.80504,0.71192,0.80012,0.50362,1.33153,1.02015,1.42196,0.000618875,0.000618875,0.000618875
53,2983.86,1.15856,1.03774,1.32885,0.79829,0.72147,0.80674,0.51938,1.31611,0.98986,1.40483,0.0006065,0.0006065,0.0006065
54,3040.4,1.15651,1.03668,1.33237,0.81618,0.73744,0.81951,0.52371,1.30517,0.9718,1.39837,0.000594125,0.000594125,0.000594125
55,3096.79,1.15474,1.00724,1.31981,0.81539,0.72724,0.81559,0.51642,1.32094,1.0039,1.39592,0.00058175,0.00058175,0.00058175
56,3152.44,1.14189,1.0137,1.30265,0.81301,0.71574,0.80636,0.52729,1.2889,0.98751,1.38425,0.000569375,0.000569375,0.000569375
57,3209.86,1.13328,0.97845,1.31888,0.79026,0.73245,0.80874,0.52093,1.29012,0.97157,1.38283,0.000557,0.000557,0.000557
58,3266.02,1.12431,0.99011,1.30681,0.78223,0.72215,0.79786,0.5061,1.35047,1.02561,1.41843,0.000544625,0.000544625,0.000544625
59,3323.2,1.10595,0.95065,1.29014,0.79777,0.75666,0.82468,0.53431,1.293,0.94289,1.37502,0.00053225,0.00053225,0.00053225
60,3380.03,1.10852,0.94462,1.29528,0.83905,0.71957,0.82222,0.53783,1.27911,0.92674,1.36052,0.000519875,0.000519875,0.000519875
61,3436.66,1.10862,0.95093,1.28779,0.78526,0.74657,0.81929,0.52552,1.31082,0.94899,1.38915,0.0005075,0.0005075,0.0005075
62,3492.45,1.10902,0.9699,1.29236,0.83044,0.74344,0.82719,0.54136,1.27435,0.92918,1.36211,0.000495125,0.000495125,0.000495125
63,3548.95,1.10543,0.93497,1.27982,0.83467,0.7357,0.82663,0.54698,1.24642,0.9148,1.34951,0.00048275,0.00048275,0.00048275
64,3606.56,1.09581,0.91898,1.28126,0.84782,0.74305,0.8354,0.54913,1.25638,0.91354,1.3321,0.000470375,0.000470375,0.000470375
65,3663.59,1.07883,0.90322,1.26581,0.82681,0.74388,0.83081,0.54824,1.27057,0.89195,1.35216,0.000458,0.000458,0.000458
66,3718.72,1.06587,0.89563,1.26673,0.82322,0.73754,0.82313,0.54651,1.24587,0.91436,1.33231,0.000445625,0.000445625,0.000445625
67,3774.28,1.05378,0.89245,1.26114,0.82579,0.77523,0.84375,0.5583,1.23351,0.87253,1.32912,0.00043325,0.00043325,0.00043325
68,3831.02,1.05459,0.90038,1.25495,0.81809,0.78645,0.84881,0.57074,1.20956,0.85729,1.31934,0.000420875,0.000420875,0.000420875
69,3887.62,1.05902,0.8915,1.25005,0.82617,0.77247,0.8366,0.56418,1.23036,0.87289,1.34394,0.0004085,0.0004085,0.0004085
70,3943.46,1.03721,0.885,1.25241,0.84867,0.75012,0.83957,0.56539,1.21748,0.86485,1.33085,0.000396125,0.000396125,0.000396125
71,3999.11,1.04291,0.87164,1.24788,0.84124,0.7767,0.85455,0.57413,1.21345,0.8372,1.32245,0.00038375,0.00038375,0.00038375
72,4057.24,1.03899,0.85999,1.24363,0.82936,0.781,0.85105,0.56661,1.22263,0.84632,1.32675,0.000371375,0.000371375,0.000371375
73,4113.53,1.02514,0.83854,1.22817,0.84748,0.7806,0.85474,0.58141,1.19584,0.82871,1.30158,0.000359,0.000359,0.000359
74,4170.97,1.01352,0.83248,1.23876,0.84394,0.77293,0.85294,0.57137,1.21008,0.83459,1.31075,0.000346625,0.000346625,0.000346625
75,4227.31,1.00626,0.8304,1.22905,0.86258,0.78007,0.86037,0.58809,1.18423,0.80468,1.3001,0.00033425,0.00033425,0.00033425
76,4284.49,1.01914,0.83265,1.23133,0.86032,0.77018,0.86012,0.58303,1.18295,0.81643,1.29107,0.000321875,0.000321875,0.000321875
77,4339.87,0.9919,0.79705,1.21831,0.84539,0.79,0.8644,0.59094,1.1657,0.79212,1.28703,0.0003095,0.0003095,0.0003095
78,4396.2,0.98272,0.79686,1.21051,0.85146,0.79763,0.86601,0.59029,1.16977,0.78438,1.2878,0.000297125,0.000297125,0.000297125
79,4452.66,0.99411,0.80245,1.21467,0.85729,0.78726,0.86078,0.59317,1.15454,0.80253,1.27184,0.00028475,0.00028475,0.00028475
80,4509.44,0.9705,0.79217,1.2008,0.83867,0.81047,0.87158,0.6011,1.15346,0.781,1.27379,0.000272375,0.000272375,0.000272375
81,4566.38,0.96874,0.77862,1.19328,0.85671,0.7835,0.86862,0.6013,1.14414,0.77343,1.26523,0.00026,0.00026,0.00026
82,4622.61,0.96715,0.77279,1.19619,0.87425,0.7777,0.8693,0.60239,1.14888,0.77004,1.27447,0.000247625,0.000247625,0.000247625
83,4679.35,0.95852,0.75805,1.18204,0.87784,0.7843,0.87555,0.59899,1.15646,0.77282,1.27253,0.00023525,0.00023525,0.00023525
84,4734.4,0.93388,0.73957,1.1752,0.84872,0.81421,0.87356,0.60797,1.13443,0.76174,1.25868,0.000222875,0.000222875,0.000222875
85,4790.79,0.93936,0.74604,1.18291,0.88311,0.8054,0.87938,0.61664,1.12094,0.7432,1.25417,0.0002105,0.0002105,0.0002105
86,4847.17,0.92741,0.72589,1.17005,0.87862,0.80123,0.87686,0.61284,1.11907,0.73877,1.25435,0.000198125,0.000198125,0.000198125
87,4902.51,0.93306,0.74167,1.17513,0.87739,0.79756,0.87591,0.61101,1.12618,0.75413,1.24768,0.00018575,0.00018575,0.00018575
88,4958.43,0.92731,0.7311,1.17619,0.87832,0.80229,0.88083,0.61535,1.11526,0.73907,1.24748,0.000173375,0.000173375,0.000173375
89,5013.89,0.93431,0.7417,1.17886,0.85778,0.81947,0.87843,0.61703,1.11224,0.7399,1.2451,0.000161,0.000161,0.000161
90,5070.85,0.90881,0.71407,1.15978,0.884,0.80468,0.87875,0.61882,1.10544,0.73266,1.2407,0.000148625,0.000148625,0.000148625
91,5128.65,0.91241,0.63349,1.17422,0.87396,0.79956,0.88028,0.61906,1.10213,0.73515,1.23682,0.00013625,0.00013625,0.00013625
92,5184.79,0.88853,0.59766,1.15648,0.88603,0.81155,0.88231,0.62207,1.09116,0.71953,1.23058,0.000123875,0.000123875,0.000123875
93,5240.4,0.85305,0.56985,1.13548,0.89522,0.80133,0.88482,0.63223,1.07226,0.72094,1.22023,0.0001115,0.0001115,0.0001115
94,5296.19,0.84065,0.56235,1.12962,0.89505,0.81526,0.88908,0.63264,1.07803,0.70662,1.21889,9.9125e-05,9.9125e-05,9.9125e-05
95,5351.73,0.83472,0.55092,1.11698,0.90554,0.81112,0.88852,0.63624,1.06893,0.70028,1.20991,8.675e-05,8.675e-05,8.675e-05
96,5407.09,0.81756,0.54162,1.10821,0.89534,0.82064,0.88802,0.63923,1.06266,0.69592,1.2146,7.4375e-05,7.4375e-05,7.4375e-05
97,5462.47,0.80727,0.53063,1.10301,0.895,0.81982,0.88849,0.63676,1.06496,0.69949,1.2132,6.2e-05,6.2e-05,6.2e-05
98,5516.55,0.80153,0.53347,1.09851,0.89387,0.81959,0.89047,0.64329,1.04699,0.6918,1.20165,4.9625e-05,4.9625e-05,4.9625e-05
99,5572.14,0.78905,0.52005,1.09375,0.90264,0.82226,0.89341,0.64357,1.04939,0.68623,1.20109,3.725e-05,3.725e-05,3.725e-05
100,5628.06,0.79027,0.52246,1.09606,0.9037,0.82068,0.8954,0.64667,1.04461,0.68094,1.1993,2.4875e-05,2.4875e-05,2.4875e-05
